seqnames,start,end,width,strand,phastcons,annotation,geneChr,geneStart,geneEnd,geneLength,geneStrand,geneId,transcriptId,distanceToTSS,flank_txIds,flank_geneIds,flank_gene_distances
NC_133194.1,38382,38628,247,*,20,Promoter (<=1kb),20,37040,39220,2181,2,gja9b,NM_207093.1,592,NM_207093.1;NM_001040051.1;NM_200533.2;XM_073930632.1,gja9b;mycbp;srsf10b;srsf10b,0;4095;7880;7888
NC_133183.1,12580722,12580795,74,*,15,Intron (NM_001007774.1/bcas2, intron 6 of 6),9,12531957,12576109,44153,2,trim33,XR_012383566.1,-4613,NM_001007774.1;NM_001002871.2;XM_005166728.6;XR_012383566.1,bcas2;trim33;trim33;trim33,0;-4614;-4613;-4613
NC_133183.1,12610312,12610469,158,*,30,Intron (XM_073910090.1/dennd2c, intron 10 of 15),9,12590074,12624220,34147,2,dennd2c,XM_073910090.1,13751,XM_073910090.1;XM_001919051.8,dennd2c;dennd2c,0;0
NC_133183.1,12612679,12612814,136,*,18,Intron (XM_073910090.1/dennd2c, intron 8 of 15),9,12590074,12624220,34147,2,dennd2c,XM_073910090.1,11406,XM_073910090.1;XM_001919051.8,dennd2c;dennd2c,0;0
NC_133183.1,12661862,12661927,66,*,19,Intron (NM_200893.1/ampd1, intron 9 of 14),9,12590074,12648519,58446,2,dennd2c,XM_001919051.8,-13343,NM_200893.1;XM_073909259.1;XM_073909260.1,ampd1;ampd1;ampd1,0;0;0
NC_133183.1,12676245,12676328,84,*,25,5' UTR,9,12651931,12687593,35663,2,ampd1,NM_200893.1,11265,NM_200893.1;XM_073909259.1;XM_073909260.1,ampd1;ampd1;ampd1,0;0;0
NC_133183.1,12720304,12720489,186,*,20,Promoter (2-3kb),9,12710788,12722645,11858,2,asb13b,XM_679710.10,2156,XM_679710.10;XM_005166735.6,asb13b;asb13b,0;0
NC_133183.1,12790017,12790117,101,*,21,Intron (NM_153673.2/unc45b, intron 11 of 19),9,12749765,12777887,28123,2,tasor2,XM_073910091.1,-12130,NM_153673.2;XM_017357270.3,unc45b;unc45b,0;0
NC_133183.1,12826418,12826524,107,*,17,Intron (XM_009303781.5/pip5k1bb, intron 8 of 14),9,12779808,12807115,27308,2,unc45b,XM_017357270.3,-19303,XM_009303781.5;XM_073909337.1;NM_001004579.1;XM_005166729.5;XR_011016484.2;XR_012383683.1,pip5k1bb;pip5k1bb;pip5k1bb;pip5k1bb;pip5k1bb;pip5k1bb,0;0;0;0;0;0
NC_133183.1,13358271,13358407,137,*,27,Intron (XM_005166904.6/rapgef1a, intron 24 of 24),9,13323589,13346872,23284,2,anapc7,NM_001113585.1,-11399,XM_005166904.6;XM_073910094.1;XM_073910095.1;XM_073910093.1,rapgef1a;rapgef1a;rapgef1a;rapgef1a,0;0;0;0
NC_133183.1,13719615,13719717,103,*,20,Intron (XM_068223105.2/dab2ipa, intron 10 of 13),9,13461568,13702875,241308,2,med27,XM_073909251.1,-16740,XM_068223105.2;XM_005166905.6;XM_009303801.5;XM_021478374.3;XM_068223104.2;XM_073910096.1;XM_073910097.1;XM_068223103.2;XM_073910099.1;XM_009303798.5;XM_073910098.1;XM_009303797.5;XM_017357419.4,dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa,0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,13733592,13733739,148,*,38,Intron (XM_068223105.2/dab2ipa, intron 7 of 13),9,13461568,13702875,241308,2,med27,XM_073909251.1,-30717,XM_068223105.2;XM_005166905.6;XM_009303801.5;XM_021478374.3;XM_068223104.2;XM_073910096.1;XM_073910097.1;XM_068223103.2;XM_073910099.1;XM_009303798.5;XM_073910098.1;XM_009303797.5;XM_017357419.4,dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa;dab2ipa,0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,14691220,14691362,143,*,16,Intron (XM_005166830.5/kif2a, intron 9 of 20),9,14680878,14704424,23547,1,kif2a,NM_001004664.3,10342,XM_005166830.5;NM_001004664.3,kif2a;kif2a,0;0
NC_133183.1,15015700,15015835,136,*,21,Intron (XM_068223006.2/kcnn1b, intron 7 of 8),9,15002323,15027306,24984,2,kcnn1b,NM_001045199.3,11471,XM_068223006.2;XM_005166885.6;XM_073909749.1;NM_001045199.3;NM_001328106.1,kcnn1b;kcnn1b;kcnn1b;kcnn1b;kcnn1b,0;0;0;0;0
NC_133183.1,15230951,15231069,119,*,32,Promoter (1-2kb),9,15229272,15232593,3322,2,pimr105,XM_073910117.1,1524,XM_073910117.1,pimr105,0
NC_133183.1,15543483,15543570,88,*,15,Intron (XR_012383542.1/lonrf1, intron 11 of 11),9,15550639,15720298,169660,1,doc2g,XM_073908942.1,-7069,XR_012383542.1;NM_001277234.1,lonrf1;lonrf1,0;0
NC_133183.1,15546098,15546245,148,*,22,Intron (XR_012383542.1/lonrf1, intron 11 of 11),9,15550639,15720298,169660,1,doc2g,XM_073908942.1,-4394,XM_073908942.1;XM_073908944.1;XM_073908946.1;XM_073908950.1;XM_073908951.1;XM_073908954.1;XR_012383542.1;NM_001277234.1,doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;lonrf1;lonrf1,0;0;0;0;0;0;0;0
NC_133183.1,15612359,15612475,117,*,16,Promoter (1-2kb),9,15610644,15720298,109655,1,doc2g,XM_073908955.1,1715,XM_073908942.1;XM_073908944.1;XM_073908946.1;XM_073908950.1;XM_073908951.1;XM_073908954.1;XM_073908947.1;XM_073908952.1;XM_073908949.1;XM_073908953.1;XM_073908943.1;XM_073908948.1;NM_001128554.1;XM_073908955.1,doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g,0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,15623667,15623764,98,*,23,Intron (XM_073908942.1/doc2g, intron 9 of 15),9,15610644,15720298,109655,1,doc2g,XM_073908955.1,13023,XM_073908942.1;XM_073908944.1;XM_073908946.1;XM_073908950.1;XM_073908951.1;XM_073908954.1;XM_073908947.1;XM_073908952.1;XM_073908949.1;XM_073908953.1;XM_073908943.1;XM_073908948.1;NM_001128554.1;XM_073908955.1,doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g;doc2g,0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,15780516,15780615,100,*,19,Intron (XR_012383541.1/si:dkey-6n6.1, intron 7 of 7),9,15787378,15795439,8062,1,LOC141375590,XR_012384173.1,-6763,XM_073909325.1;XM_073909326.1;XM_073909327.1;XM_073909329.1;XM_005166818.6;XM_005166819.6;XM_005166820.6;XM_021478239.3;XM_073909328.1;XM_073909330.1;NM_001002472.3;NM_001365433.1;XR_012383541.1,atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;atp2b3a;si:dkey-6n6.1,0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,15981957,15982238,282,*,34,Intron (NM_001044945.1/sin3b, intron 12 of 18),9,15947508,15972062,24555,2,def6a,NM_201040.1,-9895,NM_001044945.1;XR_012383750.1,sin3b;sin3b,0;0
NC_133183.1,15998720,15998832,113,*,15,Promoter (2-3kb),9,15973957,16001600,27644,2,sin3b,NM_001044945.1,2768,NM_001044945.1;XR_012383750.1,sin3b;sin3b,0;0
NC_133183.1,16221536,16221596,61,*,14,Intron (XM_073909766.1/lhx4, intron 5 of 5),9,16218090,16247611,29522,2,lhx4,NM_001122973.1,26015,XM_073909766.1;XM_073909765.1;NM_001122973.1,lhx4;lhx4;lhx4,0;0;0
NC_133183.1,16663950,16664012,63,*,18,Intron (XM_005166868.6/soat1, intron 6 of 15),9,16655235,16674285,19051,1,soat1,NM_001123272.1,8715,XM_005166868.6;XR_012383763.1;XM_073909671.1;NM_001123272.1,soat1;soat1;soat1;soat1,0;0;0;0
NC_133183.1,16671822,16671906,85,*,19,Intron (XM_005166868.6/soat1, intron 14 of 15),9,16679301,16747642,68342,1,abl2,XM_005166889.6,-7395,XM_005166868.6;XR_012383763.1;XM_073909671.1;NM_001123272.1,soat1;soat1;soat1;soat1,0;0;0;0
NC_133183.1,17281023,17281172,150,*,20,Intron (XM_073909448.1/agbl4, intron 6 of 12),9,17268818,17286462,17645,2,bend5,NM_001327767.1,5290,XM_073909448.1;XM_073909449.1;XM_073909450.1;XM_073909451.1;XR_012383709.1;XR_012383713.1;XR_012383710.1;XR_012383712.1;XR_012383711.1;XM_073909452.1;NM_001327767.1;XR_012383779.1,agbl4;agbl4;agbl4;agbl4;agbl4;agbl4;agbl4;agbl4;agbl4;agbl4;bend5;bend5,0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,17843488,17843601,114,*,32,Intron (NM_001244600.1/elavl4, intron 3 of 7),9,17832221,17835492,3272,2,LOC141375598,XR_012384187.1,-7996,NM_001244600.1;XM_068222856.2;XM_068222857.2;XM_068222858.2;XM_068222859.2;XM_068222860.2;XM_068222863.2;XM_073909104.1;XM_073909107.1;XM_073909111.1;XM_073909114.1;NM_001244601.1;XM_068222862.2;XM_068222865.2;XM_073909106.1;XM_073909110.1;XM_073909113.1;XM_073909116.1;XM_068222861.2;XM_068222864.2;XM_073909105.1;XM_073909108.1;XM_073909112.1;XM_073909115.1;NM_131453.3,elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4;elavl4,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,18073978,18074118,141,*,19,Intron (XM_021478230.3/faf1, intron 18 of 18),9,18039988,18042828,2841,1,LOC141375606,XR_012384197.1,33990,XM_021478230.3;NM_212973.2,faf1;faf1,0;0
NC_133183.1,18476934,18477073,140,*,25,Intron (XR_012383847.1/osbpl9, intron 20 of 21),9,18467266,18470891,3626,2,gas5,XR_662332.4,-6043,XR_012383847.1;XR_012383848.1;XR_012383849.1;XR_012383850.1;XR_012383845.1;XR_012383846.1;NM_001077805.1;XM_005166900.5;XM_073909865.1;XM_005166901.5;XM_073909867.1;XM_073909863.1;XM_073909864.1;XM_009303857.4,osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9;osbpl9,0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,18880791,18880868,78,*,23,Intron (XM_073910153.1/pde4d, intron 12 of 20),9,18913019,18933663,20645,1,si:dkey-190g11.3,XM_073909707.1,-32151,XM_073910153.1;XM_073910154.1;XM_073910155.1;XM_073910156.1;XM_073910158.1;XM_073910159.1;XM_073910161.1;XM_073910162.1;XM_073910163.1;XM_073910164.1;XM_073910151.1;XM_073910157.1;XM_073910160.1;XM_073910152.1;XM_068223120.2;XM_068223124.2;XM_009303870.5;XM_068223123.2;XM_068223125.2;XM_073910166.1;XM_068223122.2;XM_073910165.1;XM_021478393.3;XM_068223126.2,pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d;pde4d,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
NC_133183.1,18921868,18922045,178,*,26,Intron (XM_073909707.1/si:dkey-190g11.3, intron 1 of 6),9,18913541,18925607,12067,2,rab3c,NM_001002530.2,3562,NM_001002530.2;XM_073909707.1;XR_012383782.1;XM_073909709.1;XM_068222995.2;XM_068222996.2,rab3c;si:dkey-190g11.3;si:dkey-190g11.3;si:dkey-190g11.3;si:dkey-190g11.3;si:dkey-190g11.3,0;0;0;0;0;0
NC_133183.1,19802077,19802217,141,*,17,Intron (NM_001083018.2/erich3, intron 9 of 11),9,19794042,19816169,22128,1,erich3,XM_073909906.1,8035,NM_001083018.2;XM_073909907.1;XM_073909908.1;XM_073909909.1;XM_009303859.4;XM_009303860.4;XM_009303861.4;XM_073909906.1,erich3;erich3;erich3;erich3;erich3;erich3;erich3;erich3,0;0;0;0;0;0;0;0
NC_133183.1,19832457,19832530,74,*,14,Intron (XM_073909919.1/tnni3k, intron 11 of 25),9,19819057,19840955,21899,2,tnni3k,NM_001204823.1,8425,XM_073909919.1;NM_001204823.1,tnni3k;tnni3k,0;0
NC_133183.1,19949038,19949188,151,*,27,Intron (XM_073910185.1/glis1b, intron 2 of 10),9,19904188,20051443,147256,1,glis1b,XM_073910189.1,44850,XM_073910185.1;XM_073910186.1;XM_073910191.1;XM_073910192.1;XM_073910190.1;XM_017357433.4;XM_073910187.1;XM_073910188.1;XM_073910189.1,glis1b;glis1b;glis1b;glis1b;glis1b;glis1b;glis1b;glis1b;glis1b,0;0;0;0;0;0;0;0;0
NC_133183.1,20061546,20061661,116,*,21,Promoter (1-2kb),9,20060012,20063007,2996,2,elovl8b,NM_001024438.2,1346,NM_001024438.2;NM_001204524.1;NM_001436603.1;NM_001134683.2,elovl8b;elovl8b;mutyh;rps8b,0;0;9843;-1865
NC_133183.1,20371379,20371443,65,*,19,Intron (XM_002663403.8/mindy4, intron 9 of 17),9,20365419,20376390,10972,2,mindy4,XM_002663403.8,4947,XM_002663403.8,mindy4,0
NC_133183.1,20705532,20705753,222,*,20,Intron (XM_073909582.1/mpnd, intron 6 of 12),9,20699552,20709338,9787,1,mpnd,NM_001076565.1,5980,XM_073909582.1;NM_001076565.1;XM_005166793.5;XM_009303889.4;XM_021478204.3,mpnd;mpnd;sh3gl1b;sh3gl1b;sh3gl1b,0;0;0;0;0
NC_133183.1,20719832,20720000,169,*,22,Intron (XM_005166793.5/sh3gl1b, intron 6 of 8),9,20699552,20709338,9787,1,mpnd,NM_001076565.1,20280,XM_005166793.5;XM_009303889.4;XM_021478204.3;NM_201497.1,sh3gl1b;sh3gl1b;sh3gl1b;sh3gl1b,0;0;0;0
NC_133183.1,21101187,21101385,199,*,30,Intron (XM_021478400.3/abhd17ab, intron 4 of 4),9,21096865,21115404,18540,2,abhd17ab,XM_021478400.3,14019,XM_021478400.3,abhd17ab,0
NC_133183.1,21154469,21154545,77,*,15,Intron (NM_001320403.1/rgl1, intron 17 of 17),9,21144428,21150015,5588,2,plin3,XR_012383576.1,-4454,NM_001386314.1;XR_012383575.1;XR_012383576.1;NM_001320403.1;NM_205637.2;XR_012383643.1;XR_012383642.1,plin3;plin3;plin3;rgl1;rgl1;rgl1;rgl1,-4470;-4454;-4454;0;0;0;0
NC_133183.1,21341279,21341456,178,*,18,Intron (XM_005166932.6/edem3, intron 18 of 20),9,21270216,21336379,66164,2,zgc:92140,XM_073909338.1,-4900,XM_005166932.6;XM_005166934.6;XM_009303906.5;XM_683183.10;XM_009303890.4;XM_073909338.1,edem3;edem3;edem3;edem3;zgc:92140;zgc:92140,0;0;0;0;-4900;-4900
NC_133183.1,21342944,21343037,94,*,18,Intron (XM_005166932.6/edem3, intron 18 of 20),9,21270216,21336379,66164,2,zgc:92140,XM_073909338.1,-6565,XM_005166932.6;XM_005166934.6;XM_009303906.5;XM_683183.10,edem3;edem3;edem3;edem3,0;0;0;0
NC_133183.1,21347324,21347444,121,*,21,Intron (XM_005166932.6/edem3, intron 13 of 20),9,21338018,21357603,19586,2,edem3,XM_005166932.6,10159,XM_005166932.6;XM_005166934.6;XM_009303906.5;XM_683183.10,edem3;edem3;edem3;edem3,0;0;0;0
NC_133183.1,21350490,21350580,91,*,16,Intron (XM_005166932.6/edem3, intron 8 of 20),9,21338018,21357603,19586,2,edem3,XM_005166932.6,7023,XM_005166932.6;XM_005166934.6;XM_009303906.5;XM_683183.10,edem3;edem3;edem3;edem3,0;0;0;0
NC_133183.1,21378363,21378492,130,*,18,Intron (NM_001328526.1/sec22bb, intron 4 of 5),9,21382318,21389822,7505,1,si:ch73-281k2.5,XM_009303907.5,-3826,NM_001328526.1;NM_201302.2;XM_009303907.5,sec22bb;sec22bb;si:ch73-281k2.5,0;0;-3826
NC_133183.1,21378568,21378722,155,*,35,Intron (NM_001328526.1/sec22bb, intron 4 of 5),9,21382318,21389822,7505,1,si:ch73-281k2.5,XM_009303907.5,-3596,NM_001328526.1;NM_201302.2;XM_009303907.5,sec22bb;sec22bb;si:ch73-281k2.5,0;0;-3596
NC_133183.1,21380617,21380761,145,*,40,Promoter (1-2kb),9,21382318,21389822,7505,1,si:ch73-281k2.5,XM_009303907.5,-1557,NM_001328526.1;NM_201302.2;XM_009303907.5,sec22bb;sec22bb;si:ch73-281k2.5,0;0;-1557
NC_133183.1,21493278,21493478,201,*,25,Promoter (2-3kb),9,21490371,21507005,16635,1,slc35a3a,NM_001123249.1,2907,NM_001115094.2;XM_005166851.6;NM_001123249.1,notch2;slc35a3a;slc35a3a,0;0;0
NC_133183.1,21534722,21534808,87,*,16,Promoter (2-3kb),9,21537294,21538941,1648,1,foxe3,NM_001079682.2,-2486,NM_001079682.2,foxe3,-2486
NC_133183.1,21545777,21545862,86,*,15,Promoter (2-3kb),9,21542993,21545282,2290,1,foxd2,NM_131271.2,2784,NM_131271.2,foxd2,2784
NC_133183.1,21567388,21567480,93,*,16,Distal Intergenic,9,21542993,21545282,2290,1,foxd2,NM_131271.2,24395,NA,NA,NA
NC_133183.1,21791783,21791888,106,*,21,Intron (XR_012384251.1/si:ch211-120j21.2, intron 5 of 6),9,21670685,21772995,102311,2,trabd2b,XM_005166877.5,-18788,XR_012384251.1;XR_012384247.1;XR_002459373.3,si:ch211-120j21.2;si:ch211-120j21.2;si:ch211-120j21.2,0;0;0
NC_133183.1,21817695,21817804,110,*,16,Promoter (2-3kb),9,21820677,21827283,6607,1,LOC141375029,XM_073910246.1,-2873,XM_073910246.1;XM_684147.11;XR_012384251.1;XR_012384247.1;XR_002459373.3,LOC141375029;lpxn;si:ch211-120j21.2;si:ch211-120j21.2;si:ch211-120j21.2,-2873;0;0;0;0
NC_133183.1,21946734,21946768,35,*,14,Intron (NM_001013278.1/rfx2, intron 15 of 17),9,21994775,22002449,7675,1,LOC141375619,XR_012384255.1,-48007,NM_001423857.1;XM_021478402.3;NM_001013278.1;XM_005166837.5;XM_005166838.5;XM_068222937.1,fcho1;fcho1;rfx2;rfx2;rfx2;rfx2,77425;77173;0;0;0;0
NC_133183.1,21966795,21966897,103,*,39,Intron (NM_001013278.1/rfx2, intron 6 of 17),9,21994775,22002449,7675,1,LOC141375619,XR_012384255.1,-27878,NM_001013278.1;XM_005166837.5;XM_005166838.5;XM_068222937.1,rfx2;rfx2;rfx2;rfx2,0;0;0;0
NC_133183.1,22085299,22085391,93,*,17,Intron (XM_005166938.5/mllt1a, intron 3 of 11),9,22063550,22100060,36511,2,mllt1a,XM_005166938.5,14669,XM_005166938.5;XM_009303912.4;XM_009303913.4;XM_688768.10,mllt1a;mllt1a;mllt1a;mllt1a,0;0;0;0
NC_133183.1,22124555,22124638,84,*,16,Intron (XM_073909681.1/myo1f, intron 15 of 20),9,22101189,22115623,14435,2,acer1,NM_001017603.2,-8932,XM_073909681.1;XM_073909682.1;NM_001256671.2,myo1f;myo1f;myo1f,0;0;0
NC_133183.1,22175234,22175294,61,*,16,Intron (XM_073909677.1/adamts10, intron 12 of 14),9,22120053,22161506,41454,2,myo1f,NM_001256671.2,-13728,XM_073909677.1;XM_005166873.6;XM_009303901.5;NM_001123274.1,adamts10;adamts10;adamts10;adamts10,0;0;0;0
NC_133183.1,22211817,22212253,437,*,27,Intron (XM_073909677.1/adamts10, intron 5 of 14),9,22167279,22218493,51215,2,adamts10,XM_073909677.1,6240,XM_073909677.1;XM_005166873.6;XM_009303901.5;NM_001123274.1,adamts10;adamts10;adamts10;adamts10,0;0;0;0
NC_133183.1,22278024,22278297,274,*,20,Intron (XM_073909489.1/zap70, intron 8 of 12),9,22286102,22296642,10541,1,mob3a,NM_199716.1,-7805,XM_073909489.1;NM_001020589.1,zap70;zap70,0;0
NC_133183.1,22325647,22325694,48,*,16,Promoter (<=1kb),9,22325441,22341296,15856,1,rexo1,XM_005166869.6,206,NM_001126416.1;XM_005166869.6,rexo1;rexo1,0;0
NC_133183.1,22337806,22337916,111,*,20,Intron (NM_001126416.1/rexo1, intron 13 of 15),9,22325441,22341296,15856,1,rexo1,XM_005166869.6,12365,NM_001126416.1;XM_005166869.6,rexo1;rexo1,0;0
NC_133183.1,22337980,22338109,130,*,23,Intron (NM_001126416.1/rexo1, intron 13 of 15),9,22325441,22341296,15856,1,rexo1,XM_005166869.6,12539,NM_001126416.1;XM_005166869.6,rexo1;rexo1,0;0
NC_133183.1,22964794,22964869,76,*,16,Promoter (1-2kb),9,22956567,22966167,9601,2,aldh9a1a.2,NM_001126480.1,1298,XM_005166774.5;NM_201471.1;XM_073908984.1;XM_073908985.1;XM_073908986.1;NM_001126480.1,aldh9a1a.1;aldh9a1a.1;aldh9a1a.2;aldh9a1a.2;aldh9a1a.2;aldh9a1a.2,0;0;0;0;0;0
NC_133183.1,22972873,22972990,118,*,17,Intron (XM_005166774.5/aldh9a1a.1, intron 7 of 11),9,22954847,22968571,13725,2,aldh9a1a.2,XM_073908986.1,-4302,XM_005166774.5;NM_201471.1;XM_073908984.1;XM_073908985.1;XM_073908986.1,aldh9a1a.1;aldh9a1a.1;aldh9a1a.2;aldh9a1a.2;aldh9a1a.2,0;0;0;0;0
NC_133183.1,22974229,22974319,91,*,17,Intron (XM_005166774.5/aldh9a1a.1, intron 5 of 11),9,22969334,22977444,8111,2,aldh9a1a.1,NM_201471.1,3125,XM_005166774.5;NM_201471.1;NM_001002575.1,aldh9a1a.1;aldh9a1a.1;tmco1,0;0;0
NC_133183.1,22974481,22974556,76,*,16,Promoter (2-3kb),9,22969334,22977444,8111,2,aldh9a1a.1,NM_201471.1,2888,XM_005166774.5;NM_201471.1;NM_001002575.1,aldh9a1a.1;aldh9a1a.1;tmco1,0;0;0
NC_133183.1,22980755,22980823,69,*,19,Intron (NM_001002575.1/tmco1, intron 5 of 6),9,22969331,22977663,8333,2,aldh9a1a.1,XM_005166774.5,-3092,XR_012384294.1;XM_005166774.5;NM_201471.1;NM_001002575.1,LOC141375622;aldh9a1a.1;aldh9a1a.1;tmco1,8933;0;0;0
NC_133183.1,22983899,22983966,68,*,16,Promoter (<=1kb),9,22978713,22984420,5708,2,tmco1,NM_001002575.1,454,XR_012384294.1;XR_012384295.1;NM_001002575.1;NM_001171067.1,LOC141375622;LOC141375622;tmco1;uck2a,5790;5790;0;-4578
NC_133183.1,23014270,23014469,200,*,37,Promoter (2-3kb),9,23011722,23016856,5135,2,cpt2,XM_068222837.2,2387,XM_068222837.2;XM_073908977.1;NM_001007447.2;NM_001017700.1;XM_009303886.5,cpt2;cpt2;cpt2;magoh;porcn,0;0;0;6600;-3112
NC_133183.1,23015224,23015433,210,*,29,Promoter (1-2kb),9,23011722,23016856,5135,2,cpt2,XM_068222837.2,1423,XM_068222837.2;XM_073908977.1;NM_001007447.2;XM_009303886.5,cpt2;cpt2;cpt2;porcn,0;0;0;-2148
NC_133183.1,23080668,23080735,68,*,18,Intron (XM_005166863.6/col2a1a, intron 18 of 52),9,23069876,23092849,22974,1,col2a1a,NM_131292.1,10792,XM_005166863.6;NM_131292.1,col2a1a;col2a1a,0;0
NC_133183.1,23081980,23082197,218,*,21,Intron (XM_005166863.6/col2a1a, intron 26 of 52),9,23069876,23092849,22974,1,col2a1a,NM_131292.1,12104,XM_005166863.6;NM_131292.1,col2a1a;col2a1a,0;0
NC_133183.1,23086644,23086751,108,*,25,Intron (XM_005166863.6/col2a1a, intron 43 of 52),9,23099406,23126999,27594,1,cry3a,NM_001313822.1,-12655,XM_005166863.6;NM_131292.1,col2a1a;col2a1a,0;0
NC_133183.1,23088029,23088148,120,*,20,Intron (XM_005166863.6/col2a1a, intron 46 of 52),9,23099406,23126999,27594,1,cry3a,NM_001313822.1,-11258,XM_005166863.6;NM_131292.1,col2a1a;col2a1a,0;0
NC_133183.1,23088419,23088481,63,*,18,Intron (XM_005166863.6/col2a1a, intron 49 of 52),9,23099406,23126999,27594,1,cry3a,NM_001313822.1,-10925,XM_005166863.6;NM_131292.1,col2a1a;col2a1a,0;0
NC_133183.1,23114126,23114547,422,*,21,Intron (NM_001313822.1/cry3a, intron 2 of 14),9,23104045,23126999,22955,1,cry3a,NM_131791.2,10081,NM_001313822.1;XM_005166892.6;XR_012383810.1;XR_012383811.1;NM_131791.2,cry3a;cry3a;cry3a;cry3a;cry3a,0;0;0;0;0
NC_133183.1,23115311,23115407,97,*,18,Intron (NM_001313822.1/cry3a, intron 4 of 14),9,23104045,23126999,22955,1,cry3a,NM_131791.2,11266,NM_001313822.1;XM_005166892.6;XR_012383810.1;XR_012383811.1;NM_131791.2,cry3a;cry3a;cry3a;cry3a;cry3a,0;0;0;0;0
NC_133183.1,23168606,23168682,77,*,25,Intron (NM_001313811.1/itpr3, intron 8 of 59),9,23154748,23227405,72658,1,itpr3,XM_017357380.3,13858,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23170122,23170254,133,*,20,Intron (NM_001313811.1/itpr3, intron 10 of 59),9,23154748,23227405,72658,1,itpr3,XM_017357380.3,15374,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23179163,23179269,107,*,21,Intron (NM_001313811.1/itpr3, intron 19 of 59),9,23154748,23227405,72658,1,itpr3,XM_017357380.3,24415,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23180024,23180282,259,*,36,Intron (NM_001313811.1/itpr3, intron 20 of 59),9,23154748,23227405,72658,1,itpr3,XM_017357380.3,25276,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23186004,23186107,104,*,17,Intron (NM_001313811.1/itpr3, intron 24 of 59),9,23154748,23227405,72658,1,itpr3,XM_017357380.3,31256,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23188398,23188561,164,*,18,Intron (NM_001313811.1/itpr3, intron 27 of 59),9,23154748,23227405,72658,1,itpr3,XM_017357380.3,33650,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23201252,23201495,244,*,23,Intron (NM_001313811.1/itpr3, intron 41 of 59),9,23228304,23243393,15090,1,alas2,NM_131682.2,-26809,NM_001313811.1;XM_017357380.3,itpr3;itpr3,0;0
NC_133183.1,23239497,23239595,99,*,17,Promoter (2-3kb),9,23233076,23237336,4261,2,LOC141375627,XR_012384307.1,-2161,XR_012384307.1;NM_131682.2;NM_199886.1,LOC141375627;alas2;ela2l,-2161;0;7213
NC_133183.1,23242294,23242562,269,*,25,Intron (NM_131682.2/alas2, intron 10 of 10),9,23243420,23246808,3389,2,ela2l,NM_199886.1,4246,XR_012384307.1;NM_131682.2;NM_199886.1,LOC141375627;alas2;ela2l,-4958;0;4246
